Window_Minutes,Trial_ID,Model,Target,Cell,RMSE,MAE,MedAE,RMSE_frac,MAE_frac,MedAE_frac,r,R2,m,c
1,4,Random Forest,RUL,3,315.5006659168939,216.78306878306876,168.0,0.08063505863190393,0.05540500338066261,0.04293711967545639,0.9924416892854746,0.9830580442755058,0.9425608948299502,206.12813901191407
1,4,Random Forest,RUL,4,2039.363261613907,1959.179487179487,1802.0,0.776710617216234,0.7461718749999999,0.68630859375,0.9867587355837234,-0.6712397023079852,1.2896543834805765,1198.6510546561274
1,4,Random Forest,RUL,5,1484.3415038325918,1355.45,1464.5,0.5698047999357359,0.5203262955854127,0.5621880998080614,0.9163758758623975,-0.09263427515838285,0.9951912371836992,1362.376827136463
1,4,Random Forest,RUL,6,1378.2407137783584,1226.7209302325582,1016.0,0.5239995640359807,0.4663925729442971,0.38627763041556146,0.9551155535553124,0.11130539679567619,1.2451855947127648,560.1978892554965
1,4,Random Forest,RUL,7,2100.9108470129745,1842.8709677419354,2056.5,0.5382498864248116,0.4721404958677686,0.5268719008264463,0.9809300764514394,0.2594638908772211,0.5740563316840847,-141.70374625078117
1,4,Random Forest,RUL,8,1043.934666650789,713.6470588235294,369.5,0.27376612931837124,0.18715001928268415,0.09689934438873891,0.9476716280870034,0.8091508193182391,0.6864981459438187,1667.8680993642313
1,5,Random Forest,RUL,1,634.4048204344574,562.1111111111111,487.0,0.14985940640184034,0.13278215223097115,0.11503937007874017,0.9875698484264234,0.9285154299407951,0.924151583497792,-177.17821141049214
1,5,Random Forest,RUL,2,790.9114493006916,552.6349206349206,356.0,0.21185128106268525,0.14802721088435372,0.09535714285714285,0.9578072237137362,0.875696826898814,1.073920956346202,-550.6382370258218
1,5,Random Forest,RUL,3,303.01537364738886,215.95,196.5,0.0722038221558512,0.05145750595710881,0.046822875297855435,0.9919750534559489,0.9829513202767021,0.9541778365988665,163.0836790734237
1,5,Random Forest,RUL,4,2041.5738608407712,1971.5853658536585,1824.0,0.8222448751912732,0.7940569744597249,0.7346168958742633,0.9890995134683213,-0.953060432567137,1.3062617981725022,1211.1597303912008
1,5,Random Forest,RUL,5,1346.4575922096647,1263.7142857142858,1347.5,0.5188185217688616,0.48693577981651376,0.5192201834862386,0.9464916811535921,0.15918044632809947,0.9360699149200208,1424.675696993281
1,5,Random Forest,RUL,6,1471.794873615206,1342.55,1392.0,0.6256301269352629,0.5706907545164718,0.591710945802338,0.9267912712763948,-0.10294655978411327,1.1337285951139104,995.5534799945264
1,5,Random Forest,RUL,7,2233.6857299760204,2024.2686567164178,2206.0,0.5360205727377986,0.4857664756446991,0.5293767908309456,0.9740445629535414,0.0921744223845884,0.5889610502260527,-276.566048106177
1,5,Random Forest,RUL,8,1041.227722081375,703.6,323.0,0.2800157299763731,0.18921803889118743,0.08686388084402151,0.9388656906468957,0.7918890371537508,0.6773539538104221,1669.2546056003218
1,6,Random Forest,RUL,1,530.567681371688,473.2903225806452,463.5,0.13437580165459417,0.11986928104575163,0.11738970588235294,0.9916567820887061,0.953502323135098,0.9428931591612234,-187.8104090752837
1,6,Random Forest,RUL,2,789.3737411554848,542.3225806451613,320.5,0.2066772464173989,0.14199324324324325,0.08391469594594594,0.964107269461443,0.8808130422840219,1.10669005716424,-686.7129925240637
1,6,Random Forest,RUL,3,346.01998978864407,269.6212121212121,241.5,0.08783584356173273,0.06844230769230769,0.06130384615384615,0.9900874288202796,0.978168245315875,0.9360851179612543,226.8919595465737
1,6,Random Forest,RUL,4,2148.1848483911117,2100.6666666666665,2027.5,0.8377322528544725,0.8192014856081709,0.7906685236768802,0.9907045611240636,-1.2141333061337725,1.25883281246175,1436.9453832826048
